Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
  0.00      0.00     0.00       14     0.00     0.00  std::vector<int, std::allocator<int> >* std::__relocate_a_1<std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&)
  0.00      0.00     0.00       10     0.00     0.00  __gnu_cxx::new_allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > >::deallocate(std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >*, unsigned long)
  0.00      0.00     0.00       10     0.00     0.00  __gnu_cxx::new_allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > >::allocate(unsigned long, void const*)
  0.00      0.00     0.00       10     0.00     0.00  __gnu_cxx::new_allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > >::~new_allocator()
  0.00      0.00     0.00       10     0.00     0.00  std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > >::~allocator()
  0.00      0.00     0.00       10     0.00     0.00  std::_Vector_base<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >, std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > >::_M_allocate(unsigned long)
  0.00      0.00     0.00       10     0.00     0.00  std::allocator_traits<std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > >::deallocate(std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > >&, std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >*, unsigned long)
  0.00      0.00     0.00       10     0.00     0.00  std::allocator_traits<std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > >::allocate(std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > >&, unsigned long)
  0.00      0.00     0.00        8     0.00     0.00  __gnu_cxx::new_allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > >::new_allocator(__gnu_cxx::new_allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > const&)
  0.00      0.00     0.00        8     0.00     0.00  __gnu_cxx::__normal_iterator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >*, std::vector<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >, std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > > >::difference_type __gnu_cxx::operator-<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >*, std::vector<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >, std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > > >(__gnu_cxx::__normal_iterator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >*, std::vector<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >, std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > > > const&, __gnu_cxx::__normal_iterator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >*, std::vector<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >, std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > > > const&)
  0.00      0.00     0.00        8     0.00     0.00  std::vector<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >, std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > >::_M_check_len(unsigned long, char const*) const
  0.00      0.00     0.00        8     0.00     0.00  std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > >::allocator(std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > const&)
  0.00      0.00     0.00        8     0.00     0.00  std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_deallocate(std::vector<int, std::allocator<int> >*, unsigned long)
  0.00      0.00     0.00        8     0.00     0.00  void std::vector<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >, std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > >::_M_realloc_insert<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > const&>(__gnu_cxx::__normal_iterator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >*, std::vector<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >, std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > > >, std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > const&)
  0.00      0.00     0.00        8     0.00     0.00  std::vector<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >, std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > >::end()
  0.00      0.00     0.00        8     0.00     0.00  std::vector<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >, std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > >::begin()
  0.00      0.00     0.00        7     0.00     0.00  __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::deallocate(std::vector<int, std::allocator<int> >*, unsigned long)
  0.00      0.00     0.00        7     0.00     0.00  __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::allocate(unsigned long, void const*)
  0.00      0.00     0.00        7     0.00     0.00  std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_check_len(unsigned long, char const*) const
  0.00      0.00     0.00        7     0.00     0.00  void std::_Destroy_aux<false>::__destroy<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >*>(std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >*, std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >*)
  0.00      0.00     0.00        7     0.00     0.00  std::_Vector_base<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >, std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > >::_Vector_impl::~_Vector_impl()
  0.00      0.00     0.00        7     0.00     0.00  std::_Vector_base<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >, std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > >::_Vector_impl_data::_Vector_impl_data()
  0.00      0.00     0.00        7     0.00     0.00  std::_Vector_base<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >, std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > >::~_Vector_base()
  0.00      0.00     0.00        7     0.00     0.00  std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_allocate(unsigned long)
  0.00      0.00     0.00        7     0.00     0.00  std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::deallocate(std::allocator<std::vector<int, std::allocator<int> > >&, std::vector<int, std::allocator<int> >*, unsigned long)
  0.00      0.00     0.00        7     0.00     0.00  std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::allocate(std::allocator<std::vector<int, std::allocator<int> > >&, unsigned long)
  0.00      0.00     0.00        7     0.00     0.00  std::vector<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >, std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > >::~vector()
  0.00      0.00     0.00        7     0.00     0.00  void std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_realloc_insert<std::vector<int, std::allocator<int> > const&>(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> > const&)
  0.00      0.00     0.00        7     0.00     0.00  void std::_Destroy<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >*>(std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >*, std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >*)
  0.00      0.00     0.00        7     0.00     0.00  void std::_Destroy<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >*, std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > >(std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >*, std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >*, std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > >&)
  0.00      0.00     0.00        6     0.00     0.00  __gnu_cxx::__normal_iterator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > const*, std::vector<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >, std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > > >::__normal_iterator(std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > const* const&)
  0.00      0.00     0.00        6     0.00     0.00  std::_Vector_base<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >, std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > >::_Vector_impl_data::_M_copy_data(std::_Vector_base<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >, std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > >::_Vector_impl_data const&)
  0.00      0.00     0.00        4     0.00     0.00  std::vector<int, std::allocator<int> >* std::__niter_base<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >)
  0.00      0.00     0.00        4     0.00     0.00  std::remove_reference<std::_Vector_base<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >, std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > >::_Vector_impl&>::type&& std::move<std::_Vector_base<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >, std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > >::_Vector_impl&>(std::_Vector_base<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >, std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > >::_Vector_impl&)
  0.00      0.00     0.00        3     0.00     0.00  std::vector<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >, std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > >::end() const
  0.00      0.00     0.00        3     0.00     0.00  std::vector<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >, std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > >::begin() const
  0.00      0.00     0.00        3     0.00     0.00  std::_Vector_base<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >, std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > >::_Vector_impl::_Vector_impl(std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > const&)
  0.00      0.00     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > >::new_allocator()
  0.00      0.00     0.00        2     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > >, std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > >::_S_select_on_copy(std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > const&)
  0.00      0.00     0.00        2     0.00     0.00  std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > >::allocator()
  0.00      0.00     0.00        2     0.00     0.00  std::_Vector_base<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >, std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > >::_Vector_impl::_Vector_impl(std::_Vector_base<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >, std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > >::_Vector_impl&&)
  0.00      0.00     0.00        2     0.00     0.00  std::_Vector_base<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >, std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > >::_Vector_impl::_Vector_impl()
  0.00      0.00     0.00        2     0.00     0.00  std::_Vector_base<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >, std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > >::_M_create_storage(unsigned long)
  0.00      0.00     0.00        2     0.00     0.00  std::_Vector_base<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >, std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > >::_Vector_impl_data::_M_swap_data(std::_Vector_base<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >, std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > >::_Vector_impl_data&)
  0.00      0.00     0.00        2     0.00     0.00  std::_Vector_base<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >, std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > >::_Vector_impl_data::_Vector_impl_data(std::_Vector_base<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >, std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > >::_Vector_impl_data&&)
  0.00      0.00     0.00        2     0.00     0.00  std::_Vector_base<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >, std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > >::_Vector_base(std::_Vector_base<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >, std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > >&&)
  0.00      0.00     0.00        2     0.00     0.00  std::_Vector_base<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >, std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > >::_Vector_base()
  0.00      0.00     0.00        2     0.00     0.00  std::_Vector_base<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >, std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > >::_Vector_base(unsigned long, std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > const&)
  0.00      0.00     0.00        2     0.00     0.00  std::allocator_traits<std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > >::select_on_container_copy_construction(std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > const&)
  0.00      0.00     0.00        2     0.00     0.00  std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > const*, std::vector<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >, std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > > >, std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >*>(__gnu_cxx::__normal_iterator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > const*, std::vector<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >, std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > > >, __gnu_cxx::__normal_iterator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > const*, std::vector<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >, std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > > >, std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >*)
  0.00      0.00     0.00        2     0.00     0.00  std::vector<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >, std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > >::vector(std::vector<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >, std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > >&&)
  0.00      0.00     0.00        2     0.00     0.00  std::vector<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >, std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > >::vector(std::vector<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >, std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > > const&)
  0.00      0.00     0.00        2     0.00     0.00  std::vector<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >, std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > >::vector()
  0.00      0.00     0.00        2     0.00     0.00  __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > std::__miter_base<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >)
  0.00      0.00     0.00        2     0.00     0.00  std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >* std::uninitialized_copy<__gnu_cxx::__normal_iterator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > const*, std::vector<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >, std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > > >, std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >*>(__gnu_cxx::__normal_iterator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > const*, std::vector<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >, std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > > >, __gnu_cxx::__normal_iterator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > const*, std::vector<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >, std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > > >, std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >*)
  0.00      0.00     0.00        2     0.00     0.00  std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > const*, std::vector<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >, std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > > >, std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >*, std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > >(__gnu_cxx::__normal_iterator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > const*, std::vector<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >, std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > > >, __gnu_cxx::__normal_iterator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > const*, std::vector<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >, std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > > >, std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >*, std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > >&)
  0.00      0.00     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN20AStarSearchAlgorithm9ParseLineENSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEE
  0.00      0.00     0.00        1     0.00     0.00  _GLOBAL__sub_I_main
  0.00      0.00     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      0.00     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      0.00     0.00        1     0.00     0.00  AStarSearchAlgorithm::PrintBoard(std::vector<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >, std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > >)
  0.00      0.00     0.00        1     0.00     0.00  AStarSearchAlgorithm::ReadBoardFile(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >)
  0.00      0.00     0.00        1     0.00     0.00  AStarSearchAlgorithm::Search(std::vector<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >, std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > >, int*, int*)
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::new_allocator()
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::~new_allocator()
  0.00      0.00     0.00        1     0.00     0.00  bool __gnu_cxx::operator==<AStarSearchAlgorithm::State const*, std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > >(__gnu_cxx::__normal_iterator<AStarSearchAlgorithm::State const*, std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > const&, __gnu_cxx::__normal_iterator<AStarSearchAlgorithm::State const*, std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > const&)
  0.00      0.00     0.00        1     0.00     0.00  bool __gnu_cxx::operator==<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > const*, std::vector<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >, std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > > >(__gnu_cxx::__normal_iterator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > const*, std::vector<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >, std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > > > const&, __gnu_cxx::__normal_iterator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > const*, std::vector<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >, std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > > > const&)
  0.00      0.00     0.00        1     0.00     0.00  std::_Vector_base<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >, std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > >::get_allocator() const
  0.00      0.00     0.00        1     0.00     0.00  std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >::empty() const
  0.00      0.00     0.00        1     0.00     0.00  std::vector<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >, std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > >::empty() const
  0.00      0.00     0.00        1     0.00     0.00  std::allocator<std::vector<int, std::allocator<int> > >::allocator()
  0.00      0.00     0.00        1     0.00     0.00  std::allocator<std::vector<int, std::allocator<int> > >::~allocator()
  0.00      0.00     0.00        1     0.00     0.00  void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*)
  0.00      0.00     0.00        1     0.00     0.00  std::_Vector_base<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> >, std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > >::_Vector_base(std::allocator<std::vector<AStarSearchAlgorithm::State, std::allocator<AStarSearchAlgorithm::State> > > const&)
  0.00      0.00     0.00        1     0.00     0.00  std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl()
  0.00      0.00     0.00        1     0.00     0.00  std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::~_Vector_impl()
  0.00      0.00     0.00        1     0.00     0.00  std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl_data::_Vector_impl_data()
